DayOfWeek,Department,TimeOfDay,PatientInflow
Wednesday,Pediatrics,Night,9
Wednesday,Emergency,Afternoon,11
Thursday,Cardiology,Evening,13
Monday,Emergency,Night,12
Thursday,Pediatrics,Morning,15
Monday,Cardiology,Evening,8
Sunday,Cardiology,Morning,25
Sunday,Emergency,Afternoon,16
Friday,Oncology,Morning,17
Thursday,Oncology,Afternoon,5
Friday,Pediatrics,Afternoon,24
Monday,Neurology,Night,16
Thursday,Pediatrics,Morning,12
Monday,Pediatrics,Evening,13
Monday,Oncology,Afternoon,13
Friday,Pediatrics,Evening,18
Monday,Oncology,Afternoon,20
Tuesday,Pediatrics,Morning,22
Wednesday,Emergency,Evening,15
Sunday,Neurology,Night,21
Thursday,Emergency,Night,23
Friday,Neurology,Evening,27
Wednesday,Emergency,Evening,22
Friday,Neurology,Afternoon,27
Tuesday,Pediatrics,Evening,12
Saturday,Pediatrics,Evening,6
Wednesday,Oncology,Morning,20
Thursday,Oncology,Morning,18
Saturday,Oncology,Morning,26
Monday,Cardiology,Evening,28
Saturday,Cardiology,Afternoon,11
Monday,Emergency,Morning,27
Wednesday,Neurology,Night,18
Friday,Emergency,Night,10
Sunday,Cardiology,Night,19
Sunday,Oncology,Night,6
Thursday,Oncology,Night,8
Monday,Neurology,Evening,29
Wednesday,Oncology,Morning,25
Wednesday,Neurology,Morning,29
Tuesday,Neurology,Afternoon,10
Saturday,Neurology,Evening,11
Thursday,Neurology,Morning,7
Thursday,Cardiology,Afternoon,9
Friday,Emergency,Afternoon,22
Friday,Pediatrics,Night,19
Wednesday,Pediatrics,Morning,28
Tuesday,Pediatrics,Afternoon,9
Wednesday,Cardiology,Night,20
Friday,Pediatrics,Evening,11
Monday,Cardiology,Afternoon,9
Tuesday,Pediatrics,Morning,29
Sunday,Pediatrics,Afternoon,18
Saturday,Pediatrics,Afternoon,9
Thursday,Emergency,Morning,6
Monday,Oncology,Evening,11
Monday,Cardiology,Morning,5
Saturday,Emergency,Morning,24
Thursday,Pediatrics,Morning,11
Saturday,Neurology,Morning,6
Wednesday,Pediatrics,Night,28
Tuesday,Oncology,Morning,18
Sunday,Pediatrics,Evening,21
Monday,Oncology,Afternoon,9
Saturday,Cardiology,Evening,23
Saturday,Cardiology,Afternoon,8
Wednesday,Cardiology,Afternoon,7
Thursday,Oncology,Morning,19
Wednesday,Oncology,Night,22
Sunday,Emergency,Morning,15
Monday,Pediatrics,Morning,7
Tuesday,Emergency,Morning,6
Tuesday,Neurology,Night,14
Thursday,Cardiology,Afternoon,19
Wednesday,Cardiology,Afternoon,22
Friday,Emergency,Afternoon,18
Tuesday,Emergency,Evening,18
Friday,Emergency,Afternoon,23
Wednesday,Pediatrics,Afternoon,9
Wednesday,Oncology,Afternoon,23
Friday,Cardiology,Morning,26
Thursday,Oncology,Evening,27
Friday,Pediatrics,Evening,20
Monday,Cardiology,Evening,28
Friday,Emergency,Morning,27
Friday,Emergency,Night,19
Thursday,Pediatrics,Morning,12
Monday,Neurology,Night,16
Wednesday,Pediatrics,Morning,24
Monday,Neurology,Night,22
Friday,Emergency,Night,13
Saturday,Neurology,Night,9
Wednesday,Neurology,Night,29
Sunday,Pediatrics,Night,6
Thursday,Neurology,Morning,21
Wednesday,Oncology,Afternoon,25
Thursday,Pediatrics,Afternoon,19
Friday,Emergency,Morning,11
Monday,Pediatrics,Afternoon,22
Monday,Pediatrics,Evening,7
Monday,Emergency,Afternoon,13
Saturday,Neurology,Afternoon,5
Monday,Pediatrics,Night,17
Monday,Cardiology,Night,21
Tuesday,Neurology,Afternoon,17
Friday,Neurology,Night,24
Monday,Pediatrics,Afternoon,28
Saturday,Emergency,Evening,28
Monday,Pediatrics,Evening,16
Thursday,Neurology,Afternoon,5
Friday,Neurology,Afternoon,24
Thursday,Emergency,Night,10
Monday,Pediatrics,Night,5
Sunday,Emergency,Morning,5
Friday,Emergency,Afternoon,24
Friday,Cardiology,Night,8
Friday,Oncology,Night,28
Wednesday,Neurology,Afternoon,29
Tuesday,Oncology,Night,18
Tuesday,Cardiology,Morning,22
Monday,Cardiology,Morning,10
Tuesday,Emergency,Morning,22
Friday,Cardiology,Afternoon,9
Wednesday,Oncology,Evening,22
Tuesday,Neurology,Morning,5
Sunday,Neurology,Night,16
Tuesday,Cardiology,Evening,24
Sunday,Emergency,Morning,13
Wednesday,Neurology,Night,9
Thursday,Oncology,Afternoon,16
Monday,Oncology,Afternoon,23
Friday,Pediatrics,Afternoon,12
Saturday,Oncology,Morning,11
Wednesday,Pediatrics,Afternoon,23
Thursday,Pediatrics,Night,6
Saturday,Emergency,Afternoon,23
Monday,Oncology,Evening,17
Sunday,Oncology,Evening,7
Thursday,Oncology,Evening,23
Monday,Cardiology,Night,27
Tuesday,Emergency,Night,22
Wednesday,Cardiology,Afternoon,14
Monday,Pediatrics,Evening,19
Wednesday,Oncology,Afternoon,25
Wednesday,Emergency,Evening,27
Saturday,Pediatrics,Night,20
Thursday,Emergency,Evening,8
Friday,Neurology,Night,21
Sunday,Neurology,Afternoon,11
Thursday,Pediatrics,Evening,11
Saturday,Oncology,Night,24
Thursday,Emergency,Evening,15
Friday,Pediatrics,Night,22
Saturday,Cardiology,Afternoon,11
Friday,Cardiology,Afternoon,29
Thursday,Cardiology,Night,21
Wednesday,Cardiology,Afternoon,10
Tuesday,Cardiology,Morning,21
Friday,Cardiology,Afternoon,13
Tuesday,Cardiology,Evening,11
Sunday,Pediatrics,Afternoon,20
Wednesday,Pediatrics,Morning,14
Friday,Cardiology,Morning,28
Monday,Cardiology,Night,16
Monday,Cardiology,Evening,28
Sunday,Cardiology,Evening,18
Thursday,Cardiology,Night,9
Tuesday,Emergency,Evening,21
Monday,Neurology,Evening,11
Thursday,Oncology,Morning,27
Thursday,Neurology,Morning,22
Thursday,Pediatrics,Afternoon,28
Saturday,Oncology,Evening,20
Wednesday,Emergency,Afternoon,18
Tuesday,Oncology,Morning,24
Friday,Neurology,Evening,17
Thursday,Oncology,Morning,27
Friday,Emergency,Night,6
Monday,Cardiology,Afternoon,7
Sunday,Neurology,Evening,20
Sunday,Neurology,Afternoon,18
Wednesday,Pediatrics,Morning,16
Saturday,Emergency,Afternoon,19
Friday,Oncology,Evening,15
Thursday,Neurology,Morning,14
Wednesday,Neurology,Night,15
Thursday,Pediatrics,Afternoon,22
Wednesday,Emergency,Evening,26
Friday,Pediatrics,Night,8
Friday,Neurology,Evening,7
Monday,Oncology,Afternoon,5
Saturday,Cardiology,Morning,5
Tuesday,Pediatrics,Morning,9
Sunday,Neurology,Morning,20
Saturday,Oncology,Morning,14
Sunday,Emergency,Morning,17
Thursday,Neurology,Night,23
Thursday,Neurology,Night,8
Monday,Oncology,Evening,29
Saturday,Emergency,Morning,8
Wednesday,Emergency,Afternoon,18
Sunday,Neurology,Night,26
Saturday,Oncology,Evening,11
Wednesday,Oncology,Night,10
Friday,Neurology,Afternoon,12
Sunday,Cardiology,Morning,12
Friday,Oncology,Evening,28
Thursday,Cardiology,Evening,22
Tuesday,Pediatrics,Evening,14
Thursday,Neurology,Night,12
Saturday,Oncology,Afternoon,15
Wednesday,Oncology,Night,11
Tuesday,Emergency,Night,20
Tuesday,Neurology,Evening,23
Monday,Oncology,Morning,26
Friday,Emergency,Morning,7
Tuesday,Cardiology,Morning,8
Saturday,Pediatrics,Evening,22
Thursday,Cardiology,Night,28
Wednesday,Emergency,Evening,8
Friday,Neurology,Afternoon,26
Saturday,Neurology,Night,14
Thursday,Pediatrics,Morning,6
Wednesday,Neurology,Night,5
Thursday,Emergency,Night,21
Thursday,Emergency,Afternoon,12
Friday,Cardiology,Night,27
Wednesday,Emergency,Night,16
Thursday,Oncology,Night,28
Tuesday,Pediatrics,Afternoon,11
Saturday,Neurology,Evening,10
Saturday,Pediatrics,Morning,13
Friday,Oncology,Afternoon,27
Monday,Cardiology,Morning,19
Tuesday,Pediatrics,Night,18
Wednesday,Emergency,Night,22
Saturday,Cardiology,Afternoon,20
Tuesday,Cardiology,Night,5
Thursday,Neurology,Morning,6
Monday,Oncology,Night,9
Sunday,Pediatrics,Night,7
Sunday,Cardiology,Night,5
Friday,Oncology,Morning,6
Sunday,Neurology,Night,15
Sunday,Cardiology,Morning,6
Saturday,Cardiology,Afternoon,16
Sunday,Neurology,Morning,20
Monday,Emergency,Night,22
Saturday,Pediatrics,Night,7
Tuesday,Cardiology,Morning,7
Monday,Pediatrics,Night,17
Wednesday,Emergency,Morning,15
Saturday,Cardiology,Evening,9
Thursday,Cardiology,Morning,22
Thursday,Neurology,Night,14
Wednesday,Emergency,Evening,13
Thursday,Emergency,Morning,5
Sunday,Cardiology,Morning,7
Sunday,Oncology,Night,25
Friday,Cardiology,Morning,12
Thursday,Cardiology,Night,14
Sunday,Cardiology,Afternoon,7
Thursday,Neurology,Evening,23
Saturday,Emergency,Night,9
Tuesday,Emergency,Night,7
Monday,Emergency,Evening,16
Thursday,Emergency,Morning,27
Tuesday,Emergency,Night,21
Wednesday,Emergency,Afternoon,19
Saturday,Oncology,Afternoon,19
Friday,Neurology,Evening,7
Wednesday,Emergency,Evening,19
Sunday,Cardiology,Night,26
Friday,Oncology,Evening,14
Tuesday,Neurology,Evening,28
Wednesday,Oncology,Morning,19
Tuesday,Oncology,Night,29
Sunday,Cardiology,Morning,6
Friday,Pediatrics,Afternoon,5
Thursday,Oncology,Night,14
Tuesday,Emergency,Morning,6
Monday,Oncology,Night,8
Thursday,Neurology,Afternoon,11
Thursday,Pediatrics,Night,27
Monday,Pediatrics,Morning,29
Wednesday,Emergency,Afternoon,8
Monday,Oncology,Evening,26
Saturday,Neurology,Evening,6
Thursday,Neurology,Morning,27
Wednesday,Pediatrics,Afternoon,24
Wednesday,Pediatrics,Night,6
Friday,Emergency,Night,5
Sunday,Oncology,Morning,27
Monday,Cardiology,Evening,11
Sunday,Cardiology,Evening,17
Thursday,Oncology,Afternoon,8
Tuesday,Cardiology,Afternoon,17
Friday,Pediatrics,Evening,28
Saturday,Cardiology,Night,11
Saturday,Neurology,Afternoon,10
Tuesday,Emergency,Afternoon,19
Wednesday,Emergency,Afternoon,18
Thursday,Cardiology,Afternoon,10
Saturday,Oncology,Evening,28
Saturday,Emergency,Morning,22
Thursday,Oncology,Morning,23
Sunday,Pediatrics,Night,11
Sunday,Oncology,Afternoon,12
Monday,Oncology,Evening,13
Thursday,Neurology,Morning,18
Thursday,Emergency,Morning,5
Sunday,Emergency,Night,29
Sunday,Cardiology,Night,6
Monday,Pediatrics,Morning,26
Monday,Oncology,Night,26
Thursday,Pediatrics,Evening,6
Thursday,Oncology,Night,9
Friday,Emergency,Night,22
Tuesday,Emergency,Afternoon,24
Sunday,Cardiology,Afternoon,7
Sunday,Emergency,Afternoon,15
Friday,Cardiology,Afternoon,10
Friday,Pediatrics,Morning,22
Wednesday,Emergency,Evening,18
Thursday,Cardiology,Morning,9
Friday,Neurology,Evening,5
Sunday,Emergency,Afternoon,8
Sunday,Cardiology,Night,8
Sunday,Neurology,Evening,19
Thursday,Pediatrics,Evening,17
Friday,Neurology,Night,22
Wednesday,Oncology,Afternoon,9
Thursday,Cardiology,Night,11
Tuesday,Neurology,Evening,24
Wednesday,Emergency,Morning,17
Monday,Oncology,Night,8
Sunday,Oncology,Evening,28
Tuesday,Pediatrics,Evening,26
Sunday,Neurology,Evening,18
Saturday,Cardiology,Night,13
Saturday,Oncology,Morning,6
Sunday,Neurology,Morning,16
Friday,Cardiology,Evening,16
Sunday,Cardiology,Night,5
Thursday,Oncology,Night,28
Thursday,Oncology,Evening,13
Tuesday,Cardiology,Evening,22
Sunday,Cardiology,Afternoon,19
Sunday,Neurology,Afternoon,7
Monday,Cardiology,Evening,26
Thursday,Pediatrics,Afternoon,29
Saturday,Cardiology,Night,8
Monday,Cardiology,Evening,16
Monday,Cardiology,Evening,23
Wednesday,Cardiology,Afternoon,22
Sunday,Oncology,Evening,6
Tuesday,Oncology,Morning,10
Tuesday,Cardiology,Morning,10
Tuesday,Oncology,Evening,6
Saturday,Cardiology,Afternoon,22
Friday,Oncology,Morning,13
Tuesday,Oncology,Evening,11
Thursday,Neurology,Morning,13
Thursday,Pediatrics,Morning,17
Tuesday,Emergency,Evening,20
Thursday,Emergency,Night,20
Wednesday,Pediatrics,Morning,27
Friday,Emergency,Night,15
Saturday,Cardiology,Night,28
Friday,Oncology,Morning,8
Sunday,Neurology,Afternoon,24
Monday,Cardiology,Evening,7
Monday,Oncology,Afternoon,29
Saturday,Pediatrics,Night,14
Friday,Oncology,Morning,25
Tuesday,Emergency,Evening,11
Sunday,Pediatrics,Morning,12
Tuesday,Neurology,Evening,16
Wednesday,Pediatrics,Afternoon,17
Sunday,Pediatrics,Evening,7
Saturday,Cardiology,Morning,5
Saturday,Pediatrics,Morning,26
Friday,Emergency,Evening,21
Saturday,Cardiology,Night,8
Thursday,Cardiology,Night,19
Sunday,Oncology,Morning,9
Thursday,Oncology,Night,28
Monday,Emergency,Night,22
Saturday,Cardiology,Afternoon,14
Friday,Oncology,Morning,7
Monday,Pediatrics,Evening,18
Wednesday,Oncology,Morning,15
Sunday,Emergency,Evening,10
Sunday,Cardiology,Morning,20
Saturday,Oncology,Night,17
Sunday,Cardiology,Morning,18
Monday,Emergency,Evening,28
Wednesday,Emergency,Evening,11
Friday,Neurology,Afternoon,20
Wednesday,Cardiology,Morning,12
Monday,Cardiology,Night,17
Saturday,Neurology,Afternoon,23
Friday,Emergency,Night,10
Monday,Cardiology,Night,23
Thursday,Pediatrics,Evening,13
Saturday,Neurology,Morning,20
Tuesday,Emergency,Afternoon,24
Wednesday,Pediatrics,Evening,8
Wednesday,Oncology,Evening,23
Saturday,Neurology,Afternoon,8
Tuesday,Emergency,Night,21
Saturday,Neurology,Evening,9
Wednesday,Pediatrics,Evening,8
Wednesday,Cardiology,Afternoon,23
Saturday,Neurology,Evening,21
Thursday,Oncology,Night,9
Saturday,Emergency,Morning,26
Friday,Pediatrics,Evening,8
Saturday,Emergency,Night,14
Sunday,Oncology,Evening,7
Wednesday,Pediatrics,Afternoon,23
Thursday,Neurology,Night,20
Saturday,Cardiology,Afternoon,10
Wednesday,Cardiology,Evening,17
Saturday,Cardiology,Night,15
Friday,Pediatrics,Afternoon,25
Sunday,Pediatrics,Night,22
Thursday,Pediatrics,Night,25
Wednesday,Neurology,Afternoon,27
Thursday,Neurology,Evening,20
Saturday,Emergency,Night,8
Saturday,Cardiology,Evening,7
Sunday,Oncology,Night,24
Tuesday,Oncology,Morning,21
Wednesday,Emergency,Afternoon,24
Monday,Oncology,Evening,9
Friday,Neurology,Afternoon,19
Sunday,Oncology,Afternoon,11
Saturday,Neurology,Evening,23
Wednesday,Pediatrics,Morning,28
Saturday,Emergency,Night,16
Wednesday,Neurology,Night,9
Monday,Pediatrics,Afternoon,23
Thursday,Pediatrics,Evening,15
Friday,Oncology,Morning,17
Monday,Pediatrics,Afternoon,5
Friday,Oncology,Evening,9
Wednesday,Oncology,Night,23
Friday,Emergency,Afternoon,28
Thursday,Cardiology,Morning,10
Tuesday,Cardiology,Afternoon,20
Friday,Oncology,Evening,8
Tuesday,Pediatrics,Morning,21
Thursday,Emergency,Evening,17
Monday,Cardiology,Afternoon,10
Saturday,Neurology,Night,25
Friday,Pediatrics,Morning,19
Sunday,Neurology,Night,6
Friday,Cardiology,Morning,29
Friday,Emergency,Night,29
Sunday,Emergency,Afternoon,10
Friday,Emergency,Morning,12
Sunday,Oncology,Night,13
Tuesday,Emergency,Afternoon,23
Thursday,Neurology,Evening,14
Tuesday,Pediatrics,Morning,15
Sunday,Pediatrics,Night,24
Sunday,Emergency,Morning,10
Wednesday,Pediatrics,Night,22
Sunday,Oncology,Evening,14
Wednesday,Pediatrics,Night,19
Monday,Emergency,Morning,12
Monday,Cardiology,Afternoon,19
Sunday,Neurology,Night,22
Friday,Pediatrics,Morning,5
Wednesday,Neurology,Evening,23
Tuesday,Emergency,Night,6
Thursday,Oncology,Night,5
Wednesday,Neurology,Afternoon,27
Wednesday,Cardiology,Morning,12
Tuesday,Emergency,Evening,28
Wednesday,Oncology,Afternoon,5
Saturday,Neurology,Night,28
Tuesday,Neurology,Afternoon,10
Saturday,Oncology,Morning,22
Sunday,Pediatrics,Morning,8
Tuesday,Neurology,Morning,9
Tuesday,Cardiology,Morning,5
Sunday,Emergency,Evening,17
Tuesday,Pediatrics,Night,6
Sunday,Oncology,Afternoon,21
Wednesday,Neurology,Morning,21
Wednesday,Pediatrics,Afternoon,9
Thursday,Emergency,Night,9
Sunday,Oncology,Afternoon,5
Monday,Cardiology,Evening,26
Saturday,Cardiology,Morning,23
Thursday,Cardiology,Afternoon,15
Sunday,Cardiology,Night,26
Saturday,Oncology,Evening,23
Tuesday,Pediatrics,Night,16
Friday,Emergency,Afternoon,27
Thursday,Pediatrics,Afternoon,6
Friday,Cardiology,Morning,5
Friday,Emergency,Morning,19
Saturday,Cardiology,Afternoon,12
Saturday,Neurology,Evening,17
Wednesday,Cardiology,Afternoon,28
Tuesday,Neurology,Night,19
Monday,Pediatrics,Evening,7
Saturday,Oncology,Evening,29
Monday,Emergency,Evening,24
Monday,Cardiology,Morning,8
Monday,Neurology,Afternoon,8
Monday,Oncology,Night,15
Friday,Oncology,Evening,16
Friday,Neurology,Morning,15
Friday,Oncology,Evening,13
Tuesday,Neurology,Morning,14
Thursday,Emergency,Afternoon,8
Saturday,Pediatrics,Evening,7
Wednesday,Emergency,Evening,9
Sunday,Pediatrics,Afternoon,18
Sunday,Neurology,Evening,18
Friday,Pediatrics,Morning,6
Tuesday,Oncology,Evening,19
Tuesday,Oncology,Afternoon,7
Saturday,Cardiology,Evening,17
Wednesday,Neurology,Afternoon,21
Monday,Emergency,Morning,6
Tuesday,Neurology,Evening,21
Sunday,Cardiology,Afternoon,29
Thursday,Pediatrics,Evening,24
Thursday,Emergency,Evening,27
Thursday,Emergency,Afternoon,8
Sunday,Oncology,Night,27
Tuesday,Cardiology,Morning,25
Tuesday,Emergency,Night,11
Saturday,Pediatrics,Afternoon,17
Tuesday,Pediatrics,Afternoon,24
Tuesday,Emergency,Morning,9
Thursday,Neurology,Afternoon,13
Sunday,Oncology,Night,11
Saturday,Emergency,Morning,22
Wednesday,Cardiology,Evening,29
Wednesday,Pediatrics,Morning,28
Tuesday,Cardiology,Afternoon,14
Thursday,Pediatrics,Morning,26
Saturday,Neurology,Night,11
Wednesday,Oncology,Morning,19
Thursday,Emergency,Evening,29
Tuesday,Emergency,Afternoon,11
Sunday,Oncology,Afternoon,6
Tuesday,Emergency,Morning,9
Friday,Pediatrics,Morning,13
Tuesday,Emergency,Afternoon,21
Thursday,Neurology,Night,16
Tuesday,Cardiology,Night,22
Monday,Pediatrics,Night,23
Friday,Emergency,Morning,21
Tuesday,Neurology,Morning,29
Tuesday,Emergency,Afternoon,19
Friday,Pediatrics,Afternoon,29
Sunday,Oncology,Afternoon,11
Monday,Pediatrics,Afternoon,22
Saturday,Cardiology,Morning,14
Friday,Oncology,Afternoon,20
Thursday,Neurology,Morning,15
Thursday,Neurology,Afternoon,5
Monday,Cardiology,Afternoon,18
Tuesday,Cardiology,Afternoon,28
Friday,Emergency,Morning,13
Wednesday,Cardiology,Morning,21
Monday,Oncology,Night,6
Friday,Cardiology,Afternoon,24
Friday,Pediatrics,Afternoon,5
Monday,Oncology,Night,11
Wednesday,Pediatrics,Evening,25
Thursday,Oncology,Morning,25
Saturday,Cardiology,Evening,16
Saturday,Emergency,Night,29
Thursday,Oncology,Morning,10
Tuesday,Cardiology,Morning,16
Saturday,Neurology,Afternoon,8
Saturday,Neurology,Evening,27
Tuesday,Neurology,Night,23
Saturday,Oncology,Evening,11
Thursday,Cardiology,Evening,6
Wednesday,Emergency,Afternoon,27
Monday,Neurology,Night,24
Friday,Neurology,Evening,29
Tuesday,Cardiology,Night,25
Thursday,Emergency,Afternoon,7
Saturday,Emergency,Afternoon,27
Friday,Oncology,Evening,6
Monday,Oncology,Morning,24
Monday,Cardiology,Night,9
Sunday,Oncology,Morning,28
Tuesday,Neurology,Night,28
Tuesday,Emergency,Afternoon,18
Saturday,Emergency,Evening,25
Wednesday,Cardiology,Afternoon,28
Monday,Cardiology,Morning,9
Thursday,Oncology,Evening,26
Saturday,Cardiology,Morning,11
Monday,Cardiology,Morning,17
Saturday,Neurology,Afternoon,22
Monday,Oncology,Evening,22
Wednesday,Pediatrics,Evening,28
Saturday,Neurology,Morning,20
Saturday,Pediatrics,Evening,13
Monday,Oncology,Night,9
Saturday,Oncology,Afternoon,6
Thursday,Emergency,Afternoon,25
Wednesday,Emergency,Afternoon,9
Monday,Cardiology,Night,23
Tuesday,Pediatrics,Afternoon,7
Friday,Cardiology,Night,19
Monday,Oncology,Morning,22
Thursday,Oncology,Evening,20
Thursday,Cardiology,Evening,5
Tuesday,Pediatrics,Morning,24
Monday,Oncology,Morning,10
Monday,Emergency,Afternoon,22
Monday,Emergency,Evening,26
Thursday,Emergency,Night,5
Wednesday,Neurology,Morning,10
Sunday,Emergency,Night,8
Wednesday,Cardiology,Evening,21
Tuesday,Oncology,Evening,11
Thursday,Oncology,Evening,19
Friday,Cardiology,Night,25
Saturday,Neurology,Evening,19
Tuesday,Oncology,Morning,10
Sunday,Oncology,Morning,9
Wednesday,Oncology,Evening,12
Friday,Oncology,Afternoon,26
Tuesday,Neurology,Evening,5
Tuesday,Cardiology,Evening,29
Thursday,Neurology,Morning,22
Monday,Cardiology,Afternoon,15
Wednesday,Cardiology,Morning,22
Wednesday,Neurology,Night,7
Sunday,Cardiology,Afternoon,24
Sunday,Pediatrics,Afternoon,17
Monday,Cardiology,Morning,14
Friday,Cardiology,Morning,9
Friday,Oncology,Morning,29
Friday,Oncology,Evening,18
Monday,Pediatrics,Night,15
Thursday,Neurology,Afternoon,8
Thursday,Neurology,Morning,7
Sunday,Pediatrics,Afternoon,9
Sunday,Cardiology,Afternoon,19
Saturday,Cardiology,Evening,16
Sunday,Pediatrics,Evening,27
Tuesday,Cardiology,Night,13
Wednesday,Cardiology,Evening,27
Sunday,Emergency,Morning,19
Monday,Cardiology,Evening,17
Thursday,Neurology,Morning,18
Wednesday,Pediatrics,Afternoon,14
Saturday,Oncology,Morning,22
Friday,Emergency,Afternoon,23
Monday,Emergency,Afternoon,13
Wednesday,Pediatrics,Morning,21
Thursday,Neurology,Evening,14
Friday,Pediatrics,Evening,19
Saturday,Neurology,Evening,5
Tuesday,Neurology,Evening,6
Tuesday,Cardiology,Afternoon,10
Tuesday,Oncology,Afternoon,12
Thursday,Neurology,Afternoon,23
Monday,Cardiology,Evening,9
Saturday,Emergency,Morning,26
Saturday,Pediatrics,Evening,11
Saturday,Oncology,Afternoon,20
Wednesday,Neurology,Afternoon,21
Thursday,Oncology,Morning,15
Wednesday,Cardiology,Evening,25
Thursday,Emergency,Evening,9
Friday,Emergency,Morning,12
Thursday,Pediatrics,Afternoon,24
Tuesday,Oncology,Night,6
Monday,Emergency,Evening,12
Sunday,Neurology,Afternoon,19
Wednesday,Pediatrics,Morning,27
Friday,Oncology,Morning,27
Sunday,Cardiology,Afternoon,10
Tuesday,Oncology,Afternoon,11
Sunday,Emergency,Afternoon,13
Saturday,Cardiology,Evening,25
Sunday,Cardiology,Morning,8
Sunday,Pediatrics,Afternoon,25
Friday,Oncology,Evening,6
Wednesday,Emergency,Night,21
Thursday,Neurology,Evening,19
Monday,Neurology,Afternoon,9
Tuesday,Oncology,Night,29
Monday,Pediatrics,Night,13
Wednesday,Neurology,Evening,8
Saturday,Emergency,Afternoon,19
Friday,Pediatrics,Morning,20
Monday,Pediatrics,Morning,14
Friday,Emergency,Morning,9
Monday,Pediatrics,Afternoon,20
Wednesday,Oncology,Evening,13
Saturday,Neurology,Evening,15
Friday,Neurology,Evening,27
Monday,Pediatrics,Evening,21
Monday,Pediatrics,Evening,20
Sunday,Emergency,Morning,20
Wednesday,Pediatrics,Night,21
Friday,Oncology,Morning,23
Monday,Pediatrics,Morning,27
Saturday,Cardiology,Evening,5
Tuesday,Cardiology,Morning,9
